long_name,age_15,overall_15,age_16,overall_16,age_17,overall_17,age_18,overall_18,age_19,overall_19,age_20,overall_20,current_player_name,player_position,current_club,age_21,overall_21,overall_average,overall_21_predicted,age_22,age_23,age_24,overall_22_predicted,overall_23_predicted,overall_24_predicted
Gustav Mendonca Wikheim,21.0,66.0,22.0,71.0,23.0,70.0,24.0,71.0,25.0,73.0,26.0,71.0,G. Wikheim,Forward,Al Fateh,27.0,70.0,70.5,70.53,28.0,29.0,30.0,70.45,70.43,70.45
Alpaslan Öztürk,20.0,66.0,21.0,72.0,,,,,24.0,69.0,25.0,68.0,A. Öztürk,Defender,Göztepe SK,26.0,68.0,68.0,68.07,27.0,28.0,29.0,68.0,67.99,68.02
Oussama Tannane,20.0,66.0,21.0,70.0,22.0,75.0,23.0,74.0,24.0,74.0,25.0,72.0,O. Tannane,Midfielder,Vitesse,26.0,74.0,73.0,73.07,27.0,28.0,29.0,73.06,73.11,73.2
Dimitrios Pelkas,20.0,66.0,21.0,68.0,22.0,73.0,23.0,73.0,24.0,76.0,25.0,75.0,D. Pelkas,Forward,PAOK,26.0,73.0,74.0,74.07,27.0,28.0,29.0,74.07,74.13,74.23
Edgar Miguel Ié,20.0,66.0,,,22.0,68.0,23.0,73.0,24.0,74.0,25.0,73.0,Edgar Ié,Defender,Trabzonspor,26.0,72.0,72.5,72.57,27.0,28.0,29.0,72.55,72.59,72.67
Adama Traoré Diarra,18.0,66.0,19.0,71.0,20.0,72.0,21.0,73.0,22.0,75.0,23.0,74.0,Adama Traoré,Defender,Wolverhampton Wanderers,24.0,79.0,76.5,76.66,25.0,26.0,27.0,76.78,76.96,77.19
Fabio Daprelà,23.0,66.0,24.0,67.0,25.0,68.0,26.0,69.0,27.0,68.0,28.0,69.0,F. Daprelà,Defender,FC Lugano,29.0,67.0,68.0,67.98,30.0,31.0,32.0,67.82,67.71,67.64
Declan Rudd,23.0,66.0,24.0,67.0,25.0,71.0,26.0,70.0,27.0,71.0,28.0,69.0,D. Rudd,Goalkeeper,Preston North End,29.0,69.0,69.0,68.97,30.0,31.0,32.0,68.81,68.71,68.65
Adam Smith,21.0,58.0,22.0,58.0,23.0,65.0,24.0,64.0,25.0,63.0,26.0,63.0,A. Smith,Defender,Bournemouth,29.0,75.0,69.0,68.97,30.0,31.0,32.0,68.81,68.71,68.65
Matthias Zimmermann,22.0,66.0,,,24.0,66.0,25.0,69.0,26.0,68.0,27.0,72.0,M. Zimmermann,Defender,Fortuna Düsseldorf,28.0,73.0,72.5,72.49,29.0,30.0,31.0,72.39,72.35,72.35
Callum Wilson,22.0,66.0,17.0,53.0,24.0,76.0,25.0,75.0,26.0,78.0,27.0,80.0,C. Wilson,Forward,Newcastle United,28.0,78.0,79.0,78.95,29.0,30.0,31.0,78.88,78.87,78.9
Dennis Appiah,22.0,66.0,23.0,70.0,24.0,72.0,25.0,73.0,26.0,72.0,27.0,70.0,D. Appiah,Defender,FC Nantes,28.0,72.0,71.0,70.99,29.0,30.0,31.0,70.88,70.83,70.82
Guilherme Costa Marques,23.0,66.0,24.0,68.0,25.0,73.0,26.0,73.0,27.0,73.0,28.0,75.0,Guilherme,Midfielder,Trabzonspor,29.0,74.0,74.5,74.44,30.0,31.0,32.0,74.31,74.24,74.21
Lionel Jules Carole,23.0,66.0,24.0,70.0,25.0,74.0,26.0,74.0,27.0,71.0,28.0,72.0,L. Carole,Defender,RC Strasbourg Alsace,29.0,72.0,72.0,71.95,30.0,31.0,32.0,71.81,71.73,71.69
Cristian Damián Battocchio,22.0,66.0,23.0,68.0,24.0,69.0,,,,,27.0,70.0,C. Battocchio,Midfielder,Stade Brestois 29,28.0,70.0,70.0,70.0,29.0,30.0,31.0,69.88,69.82,69.8
Derrick Williams,21.0,66.0,22.0,68.0,23.0,68.0,24.0,69.0,25.0,69.0,26.0,69.0,D. Williams,Defender,Blackburn Rovers,27.0,68.0,68.5,68.54,28.0,29.0,30.0,68.44,68.4,68.4
Oscar Lewicki,21.0,66.0,22.0,72.0,23.0,73.0,24.0,72.0,25.0,73.0,26.0,72.0,O. Lewicki,Midfielder,Malmö FF,27.0,70.0,71.0,71.03,28.0,29.0,30.0,70.96,70.95,70.98
Mirko Pigliacelli,21.0,66.0,22.0,65.0,23.0,66.0,24.0,68.0,,,26.0,73.0,M. Pigliacelli,Goalkeeper,Universitatea Craiova,27.0,71.0,72.0,72.03,28.0,29.0,30.0,71.97,71.97,72.01
Roberto Punčec,22.0,66.0,23.0,68.0,24.0,69.0,,,,,27.0,67.0,R. Punčec,Defender,Sporting Kansas City,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Omar Mascarell González,21.0,66.0,22.0,71.0,23.0,74.0,24.0,76.0,25.0,79.0,26.0,78.0,Omar Mascarell,Midfielder,FC Schalke 04,27.0,79.0,78.5,78.5,28.0,29.0,30.0,78.48,78.52,78.6
Ahmad Hassan Hassan Asiri,22.0,66.0,23.0,67.0,24.0,70.0,25.0,71.0,26.0,69.0,27.0,66.0,A. Asiri,Defender,Al Taawoun,28.0,65.0,65.5,65.52,29.0,30.0,31.0,65.37,65.28,65.23
Maxime Poundjé,21.0,66.0,22.0,72.0,23.0,73.0,24.0,72.0,25.0,73.0,26.0,73.0,M. Poundjé,Defender,FC Girondins de Bordeaux,27.0,73.0,73.0,73.03,28.0,29.0,30.0,72.97,72.97,73.01
Moryké Fofana,22.0,66.0,23.0,70.0,24.0,70.0,25.0,70.0,26.0,71.0,27.0,72.0,M. Fofana,Midfielder,Yeni Malatyaspor,28.0,72.0,72.0,71.99,29.0,30.0,31.0,71.88,71.83,71.82
Dominik Kohr,20.0,66.0,21.0,72.0,22.0,75.0,23.0,76.0,24.0,77.0,25.0,76.0,D. Kohr,Midfielder,Eintracht Frankfurt,26.0,75.0,75.5,75.57,27.0,28.0,29.0,75.58,75.65,75.76
Dieter Daniel Villalpando Pérez,22.0,66.0,23.0,70.0,24.0,70.0,25.0,70.0,26.0,72.0,27.0,72.0,D. Villalpando,Midfielder,Guadalajara,28.0,70.0,71.0,70.99,29.0,30.0,31.0,70.88,70.83,70.82
Jonathan Hogg,25.0,66.0,26.0,68.0,27.0,71.0,28.0,74.0,29.0,76.0,30.0,75.0,J. Hogg,Midfielder,Huddersfield Town,31.0,73.0,74.0,73.86,32.0,33.0,34.0,73.65,73.5,73.39
Jens Stryger Larsen,23.0,66.0,24.0,68.0,25.0,68.0,26.0,69.0,27.0,73.0,28.0,74.0,J. Larsen,Midfielder,Udinese,29.0,75.0,74.5,74.44,30.0,31.0,32.0,74.31,74.24,74.21
Joe Mason,23.0,66.0,24.0,66.0,25.0,68.0,26.0,67.0,27.0,66.0,28.0,64.0,J. Mason,Forward,Milton Keynes Dons,29.0,63.0,63.5,63.51,30.0,31.0,32.0,63.33,63.21,63.13
Marco Meilinger,22.0,66.0,23.0,67.0,24.0,67.0,25.0,66.0,26.0,65.0,27.0,66.0,M. Meilinger,Midfielder,SCR Altach,28.0,67.0,66.5,66.51,29.0,30.0,31.0,66.36,66.27,66.22
Konstantinos Lamprou,22.0,66.0,23.0,69.0,24.0,69.0,25.0,74.0,26.0,73.0,27.0,71.0,K. Lamprou,Goalkeeper,RKC Waalwijk,28.0,69.0,70.0,70.0,29.0,30.0,31.0,69.88,69.82,69.8
Bashkim Kadrii,22.0,66.0,23.0,68.0,24.0,68.0,25.0,66.0,26.0,69.0,27.0,72.0,B. Kadrii,Forward,Al Fateh,28.0,71.0,71.5,71.49,29.0,30.0,31.0,71.38,71.33,71.32
Brice Samba,20.0,66.0,21.0,65.0,22.0,66.0,23.0,65.0,24.0,65.0,25.0,73.0,B. Samba,Goalkeeper,Nottingham Forest,26.0,75.0,74.0,74.07,27.0,28.0,29.0,74.07,74.13,74.23
Mohammed Abusabaan,24.0,66.0,25.0,66.0,26.0,65.0,27.0,63.0,28.0,65.0,29.0,63.0,M. Abusabaan,Midfielder,Al Taawoun,30.0,64.0,63.5,63.49,31.0,32.0,33.0,63.29,63.15,63.05
Guillermo Matías Fernández,22.0,66.0,23.0,68.0,24.0,74.0,25.0,73.0,26.0,75.0,27.0,75.0,G. Fernández,Midfielder,Boca Juniors,28.0,74.0,74.5,74.48,29.0,30.0,31.0,74.39,74.36,74.37
Andrés Mateus Uribe Villa,23.0,66.0,24.0,69.0,25.0,70.0,26.0,73.0,27.0,76.0,28.0,76.0,M. Uribe,Midfielder,FC Porto,29.0,78.0,77.0,76.92,30.0,31.0,32.0,76.8,76.74,76.72
Dario Župarić,22.0,66.0,23.0,68.0,24.0,70.0,,,,,27.0,67.0,D. Župarić,Defender,Portland Timbers,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Pablo Ignacio Becker,21.0,66.0,22.0,68.0,23.0,69.0,24.0,67.0,25.0,66.0,26.0,63.0,P. Becker,Midfielder,Club Atlético Aldosivi,27.0,63.0,63.0,63.05,28.0,29.0,30.0,62.9,62.81,62.76
Cédric Hountondji,20.0,66.0,21.0,69.0,22.0,69.0,23.0,69.0,24.0,68.0,25.0,67.0,C. Hountondji,Defender,Clermont Foot 63,26.0,67.0,67.0,67.07,27.0,28.0,29.0,66.99,66.97,66.99
Alan Judge,25.0,66.0,26.0,69.0,27.0,73.0,28.0,73.0,29.0,69.0,30.0,66.0,A. Judge,Forward,Ipswich Town,31.0,66.0,66.0,65.94,32.0,33.0,34.0,65.72,65.56,65.44
Agon Mehmeti,24.0,66.0,25.0,64.0,26.0,63.0,,,,,29.0,62.0,A. Mehmeti,Forward,Örebro SK,30.0,61.0,61.5,61.51,31.0,32.0,33.0,61.31,61.17,61.07
Jamie Murphy,24.0,66.0,25.0,68.0,26.0,70.0,27.0,70.0,28.0,73.0,29.0,71.0,J. Murphy,Midfielder,Hibernian,30.0,68.0,69.5,69.44,31.0,32.0,33.0,69.25,69.12,69.03
Luke Murphy,24.0,66.0,25.0,67.0,26.0,69.0,27.0,69.0,28.0,69.0,29.0,68.0,L. Murphy,Midfielder,Crewe Alexandra,30.0,65.0,66.5,66.46,31.0,32.0,33.0,66.26,66.12,66.02
Joe Bennett,24.0,66.0,25.0,68.0,26.0,69.0,27.0,69.0,28.0,71.0,29.0,72.0,J. Bennett,Defender,Cardiff City,30.0,73.0,72.5,72.41,31.0,32.0,33.0,72.23,72.11,72.03
Lunan Ruben Gabrielsen,22.0,66.0,23.0,68.0,24.0,70.0,25.0,69.0,26.0,69.0,27.0,68.0,R. Gabrielsen,Defender,Toulouse Football Club,28.0,70.0,69.0,69.0,29.0,30.0,31.0,68.87,68.8,68.77
Arvydas Novikovas,23.0,66.0,24.0,68.0,25.0,67.0,26.0,67.0,27.0,71.0,28.0,72.0,A. Novikovas,Midfielder,BB Erzurumspor,29.0,67.0,69.5,69.47,30.0,31.0,32.0,69.31,69.21,69.15
Athanasios Petsos,23.0,66.0,24.0,67.0,25.0,68.0,26.0,68.0,,,28.0,65.0,T. Petsos,Midfielder,WSG Tirol,29.0,65.0,65.0,65.0,30.0,31.0,32.0,64.82,64.7,64.62
Abdoulaye Bamba,24.0,66.0,25.0,69.0,,,27.0,70.0,28.0,71.0,29.0,73.0,A. Bamba,Defender,Angers SCO,30.0,73.0,73.0,72.91,31.0,32.0,33.0,72.73,72.61,72.53
Alfredo Morales,24.0,66.0,25.0,70.0,26.0,72.0,27.0,72.0,28.0,72.0,29.0,72.0,A. Morales,Midfielder,Fortuna Düsseldorf,30.0,72.0,72.0,71.92,31.0,32.0,33.0,71.74,71.62,71.54
Florian Hartherz,21.0,66.0,22.0,68.0,23.0,68.0,24.0,67.0,25.0,70.0,26.0,69.0,F. Hartherz,Defender,Fortuna Düsseldorf,27.0,70.0,69.5,69.54,28.0,29.0,30.0,69.45,69.42,69.43
Mário Rui Silva Duarte,23.0,66.0,24.0,76.0,25.0,78.0,26.0,77.0,27.0,78.0,28.0,79.0,Mário Rui,Defender,Napoli,29.0,79.0,79.0,78.9,30.0,31.0,32.0,78.78,78.72,78.7
Cristian Portugués Manzanera,22.0,66.0,23.0,70.0,24.0,73.0,25.0,76.0,26.0,80.0,27.0,80.0,Portu,Forward,Real Sociedad,28.0,83.0,81.5,81.42,29.0,30.0,31.0,81.36,81.36,81.4
Mitchell Dijks,21.0,66.0,22.0,74.0,23.0,76.0,24.0,74.0,25.0,70.0,26.0,73.0,M. Dijks,Defender,Bologna,27.0,72.0,72.5,72.53,28.0,29.0,30.0,72.47,72.47,72.51
Vincenzo Grifo,21.0,66.0,22.0,72.0,23.0,75.0,24.0,77.0,25.0,77.0,26.0,78.0,V. Grifo,Midfielder,SC Freiburg,27.0,78.0,78.0,78.01,28.0,29.0,30.0,77.99,78.03,78.11
Maximiliano Eduardo Meza,22.0,66.0,23.0,67.0,24.0,74.0,25.0,73.0,25.0,78.0,26.0,77.0,M. Meza,Midfielder,Monterrey,27.0,75.0,76.0,76.02,28.0,29.0,30.0,75.99,76.02,76.09
Sergio Javier Vittor,25.0,66.0,26.0,70.0,27.0,72.0,28.0,72.0,29.0,72.0,30.0,73.0,S. Vittor,Defender,Damac FC,31.0,72.0,72.5,72.37,32.0,33.0,34.0,72.16,72.01,71.89
Jonny Hayes,26.0,66.0,27.0,69.0,28.0,71.0,29.0,72.0,30.0,71.0,31.0,70.0,J. Hayes,Defender,Aberdeen,32.0,69.0,69.5,69.38,33.0,34.0,35.0,69.13,68.94,68.79
Michael Bostwick,26.0,66.0,27.0,62.0,28.0,68.0,29.0,67.0,30.0,65.0,31.0,68.0,M. Bostwick,Defender,Burton Albion,32.0,65.0,66.5,66.42,33.0,34.0,35.0,66.18,66.0,65.86
Ola Williams Kamara,24.0,66.0,25.0,67.0,26.0,71.0,27.0,75.0,28.0,75.0,29.0,75.0,O. Kamara,Forward,DC United,30.0,73.0,74.0,73.9,31.0,32.0,33.0,73.73,73.62,73.55
Arild Østbø,23.0,66.0,24.0,66.0,25.0,65.0,26.0,65.0,27.0,65.0,28.0,66.0,A. Østbø,Goalkeeper,Viking FK,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Francesco Renzetti,26.0,66.0,27.0,72.0,28.0,73.0,29.0,70.0,30.0,70.0,31.0,68.0,F. Renzetti,Defender,Chievo Verona,32.0,69.0,68.5,68.39,33.0,34.0,35.0,68.15,67.97,67.83
John Fleck,22.0,66.0,23.0,67.0,24.0,69.0,25.0,70.0,26.0,73.0,27.0,73.0,J. Fleck,Midfielder,Sheffield United,28.0,77.0,75.0,74.98,29.0,30.0,31.0,74.89,74.86,74.87
Karl-Johan Anton Johnsson,24.0,66.0,25.0,68.0,26.0,70.0,27.0,75.0,28.0,75.0,29.0,73.0,K. Johnsson,Goalkeeper,FC København,30.0,76.0,74.5,74.39,31.0,32.0,33.0,74.22,74.11,74.04
Guðlaugur Victor Pálsson,23.0,66.0,,,25.0,69.0,26.0,64.0,27.0,68.0,28.0,70.0,V. Pálsson,Midfielder,SV Darmstadt 98,29.0,72.0,71.0,70.96,30.0,31.0,32.0,70.81,70.72,70.67
Nicolas Höfler,24.0,66.0,25.0,69.0,26.0,71.0,27.0,72.0,28.0,72.0,29.0,72.0,N. Höfler,Midfielder,SC Freiburg,30.0,72.0,72.0,71.92,31.0,32.0,33.0,71.74,71.62,71.54
Mitchell te Vrede,22.0,66.0,23.0,69.0,24.0,68.0,,,26.0,68.0,27.0,67.0,M. te Vrede,Forward,Al Fateh,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Diego Demme,22.0,66.0,23.0,67.0,24.0,72.0,25.0,78.0,26.0,79.0,27.0,78.0,D. Demme,Midfielder,Napoli,28.0,78.0,78.0,77.96,29.0,30.0,31.0,77.89,77.88,77.91
Felipe Ignacio Seymour Dobud,26.0,66.0,,,28.0,69.0,,,30.0,69.0,31.0,68.0,F. Seymour,Midfielder,Unión La Calera,32.0,68.0,68.0,67.9,33.0,34.0,35.0,67.66,67.48,67.34
Darwin Zamir Andrade Marmolejo,23.0,66.0,24.0,70.0,25.0,71.0,26.0,72.0,27.0,71.0,28.0,72.0,D. Andrade,Defender,Deportivo Cali,29.0,72.0,72.0,71.95,30.0,31.0,32.0,71.81,71.73,71.69
Nicolás Pasquini,23.0,66.0,24.0,68.0,25.0,67.0,26.0,71.0,27.0,71.0,28.0,73.0,N. Pasquini,Defender,Estudiantes de La Plata,29.0,72.0,72.5,72.45,30.0,31.0,32.0,72.31,72.23,72.19
Joaquim Claude Gonçalves Araújo,20.0,66.0,21.0,68.0,22.0,65.0,23.0,67.0,,,25.0,67.0,Claude Gonçalves,Midfielder,Gil Vicente FC,26.0,65.0,66.0,66.07,27.0,28.0,29.0,65.98,65.95,65.96
Rui Jorge Farto Correia,23.0,66.0,24.0,69.0,25.0,71.0,26.0,69.0,,,28.0,67.0,Rui Correia,Defender,CD Nacional,29.0,67.0,67.0,66.98,30.0,31.0,32.0,66.81,66.7,66.63
Michael Lumb,26.0,66.0,,,28.0,69.0,29.0,69.0,,,31.0,67.0,M. Lumb,Defender,AC Horsens,32.0,66.0,66.5,66.42,33.0,34.0,35.0,66.18,66.0,65.86
Sean Scannell,23.0,66.0,24.0,68.0,25.0,69.0,26.0,67.0,27.0,66.0,28.0,66.0,S. Scannell,Forward,Grimsby Town,29.0,64.0,65.0,65.0,30.0,31.0,32.0,64.82,64.7,64.62
Francisco José Olivas Alba,25.0,66.0,26.0,70.0,27.0,75.0,28.0,74.0,29.0,72.0,30.0,76.0,Kiko Olivas,Defender,Real Valladolid CF,31.0,75.0,75.5,75.34,32.0,33.0,34.0,75.13,74.98,74.87
George Ulises Corral Ang,23.0,66.0,24.0,71.0,25.0,70.0,26.0,70.0,27.0,68.0,28.0,67.0,G. Corral,Defender,Puebla FC,29.0,67.0,67.0,66.98,30.0,31.0,32.0,66.81,66.7,66.63
Michael Morrison,26.0,66.0,27.0,70.0,28.0,73.0,29.0,72.0,30.0,70.0,31.0,71.0,M. Morrison,Defender,Reading,32.0,71.0,71.0,70.86,33.0,34.0,35.0,70.61,70.42,70.27
Thomas Reifeltshammer,25.0,66.0,26.0,67.0,27.0,66.0,,,,,30.0,65.0,T. Reifeltshammer,Defender,SV Ried,31.0,65.0,65.0,64.96,32.0,33.0,34.0,64.74,64.58,64.46
Tom Lees,23.0,66.0,24.0,71.0,25.0,73.0,26.0,73.0,27.0,73.0,28.0,71.0,T. Lees,Defender,Sheffield Wednesday,29.0,70.0,70.5,70.46,30.0,31.0,32.0,70.31,70.22,70.17
Ben Pringle,25.0,66.0,26.0,67.0,27.0,68.0,28.0,66.0,29.0,66.0,30.0,64.0,B. Pringle,Midfielder,Morecambe,31.0,64.0,64.0,63.97,32.0,33.0,34.0,63.75,63.6,63.49
Tobias Kempe,25.0,66.0,26.0,69.0,27.0,72.0,28.0,70.0,29.0,72.0,30.0,70.0,T. Kempe,Midfielder,SV Darmstadt 98,31.0,70.0,70.0,69.9,32.0,33.0,34.0,69.68,69.52,69.4
Nahki Wells,24.0,66.0,25.0,67.0,26.0,71.0,27.0,72.0,28.0,70.0,29.0,70.0,N. Wells,Forward,Bristol City,30.0,72.0,71.0,70.92,31.0,32.0,33.0,70.74,70.62,70.54
Fabian Holland,23.0,66.0,24.0,70.0,25.0,71.0,26.0,71.0,27.0,70.0,28.0,70.0,F. Holland,Defender,SV Darmstadt 98,29.0,71.0,70.5,70.46,30.0,31.0,32.0,70.31,70.22,70.17
Johan Gastien,26.0,66.0,27.0,67.0,28.0,68.0,29.0,68.0,30.0,69.0,31.0,69.0,J. Gastien,Midfielder,Clermont Foot 63,32.0,69.0,69.0,68.88,33.0,34.0,35.0,68.64,68.46,68.32
Peter van Ooijen,22.0,66.0,23.0,68.0,24.0,69.0,25.0,68.0,26.0,67.0,27.0,67.0,P. van Ooijen,Midfielder,KFC Uerdingen 05,28.0,65.0,66.0,66.01,29.0,30.0,31.0,65.86,65.77,65.72
William José Tesillo Gutiérrez,24.0,66.0,25.0,70.0,26.0,75.0,27.0,75.0,28.0,73.0,29.0,72.0,W. Tesillo,Defender,Club León,30.0,73.0,72.5,72.41,31.0,32.0,33.0,72.23,72.11,72.03
Ignacio Martín Fernández,24.0,66.0,25.0,70.0,26.0,74.0,27.0,75.0,28.0,74.0,29.0,78.0,I. Fernández,Midfielder,River Plate,30.0,81.0,79.5,79.35,31.0,32.0,33.0,79.19,79.09,79.03
Johnny Víctor Vidales Lature,22.0,66.0,,,,,,,,,27.0,65.0,J. Vidales,Midfielder,Melgar FBC,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Víctor Ismael Sosa,27.0,66.0,28.0,71.0,29.0,77.0,30.0,76.0,31.0,74.0,32.0,73.0,I. Sosa,Forward,Pachuca,33.0,74.0,73.5,73.29,34.0,35.0,36.0,73.01,72.79,72.61
Chris Maguire,25.0,66.0,26.0,66.0,27.0,67.0,28.0,67.0,29.0,66.0,30.0,67.0,C. Maguire,Forward,Sunderland,31.0,67.0,67.0,66.93,32.0,33.0,34.0,66.71,66.55,66.43
Alexandru Epureanu,27.0,66.0,28.0,74.0,29.0,74.0,30.0,74.0,31.0,74.0,32.0,75.0,A. Epureanu,Defender,Medipol Başakşehir FK,33.0,75.0,75.0,74.77,34.0,35.0,36.0,74.48,74.25,74.06
Luciano Fabián Monzón,27.0,66.0,28.0,70.0,29.0,71.0,,,,,32.0,67.0,F. Monzón,Defender,Atlético Tucumán,33.0,69.0,68.0,67.87,34.0,35.0,36.0,67.61,67.41,67.25
Gustavo Leonardo Bou,24.0,66.0,25.0,76.0,26.0,77.0,27.0,79.0,28.0,77.0,29.0,77.0,G. Bou,Midfielder,New England Revolution,30.0,76.0,76.5,76.38,31.0,32.0,33.0,76.21,76.1,76.03
Johan Mårtensson,25.0,66.0,26.0,67.0,27.0,66.0,28.0,65.0,29.0,64.0,30.0,64.0,J. Mårtensson,Midfielder,Örebro SK,31.0,64.0,64.0,63.97,32.0,33.0,34.0,63.75,63.6,63.49
Rafał Gikiewicz,26.0,66.0,27.0,69.0,28.0,72.0,29.0,72.0,30.0,72.0,31.0,75.0,R. Gikiewicz,Goalkeeper,FC Augsburg,32.0,77.0,76.0,75.8,33.0,34.0,35.0,75.55,75.36,75.21
Karim Ansarifard,24.0,66.0,,,,,27.0,73.0,28.0,75.0,29.0,71.0,K. Ansarifard,Forward,AEK Athens,30.0,71.0,71.0,70.92,31.0,32.0,33.0,70.74,70.62,70.54
Francisco Manuel Vélez Jiménez,23.0,66.0,24.0,69.0,25.0,69.0,26.0,68.0,,,28.0,66.0,Fran Vélez,Defender,Panathinaikos FC,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Claudio Gastón Corvalán,25.0,66.0,26.0,66.0,27.0,69.0,28.0,68.0,29.0,70.0,30.0,69.0,C. Corvalán,Defender,Unión de Santa Fe,31.0,73.0,71.0,70.89,32.0,33.0,34.0,70.67,70.51,70.39
Ousmane Viera Diarrassouba,27.0,66.0,28.0,69.0,29.0,70.0,,,,,32.0,68.0,O. Viera,Defender,FC Hermannstadt,33.0,66.0,67.0,66.89,34.0,35.0,36.0,66.63,66.43,66.27
Michael Madl,26.0,66.0,27.0,69.0,28.0,70.0,29.0,71.0,30.0,71.0,31.0,71.0,M. Madl,Defender,FK Austria Wien,32.0,68.0,69.5,69.38,33.0,34.0,35.0,69.13,68.94,68.79
Brett Pitman,26.0,66.0,27.0,68.0,28.0,71.0,29.0,69.0,30.0,69.0,31.0,67.0,B. Pitman,Forward,Swindon Town,32.0,65.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
Javier Arley Reina Calvo,25.0,66.0,26.0,68.0,,,28.0,69.0,,,30.0,68.0,J. Reina,Midfielder,Independiente Medellín,31.0,71.0,69.5,69.41,32.0,33.0,34.0,69.19,69.03,68.91
Valdet Rama,26.0,66.0,27.0,66.0,28.0,67.0,,,,,31.0,65.0,V. Rama,Midfielder,SV Meppen,32.0,65.0,65.0,64.94,33.0,34.0,35.0,64.71,64.54,64.41
Artur Jędrzejczyk,26.0,66.0,27.0,72.0,28.0,75.0,29.0,73.0,30.0,70.0,31.0,72.0,A. Jędrzejczyk,Defender,Legia Warszawa,32.0,72.0,72.0,71.85,33.0,34.0,35.0,71.6,71.41,71.26
Rouwen Hennings,26.0,66.0,27.0,70.0,28.0,71.0,29.0,71.0,30.0,73.0,31.0,74.0,R. Hennings,Forward,Fortuna Düsseldorf,32.0,75.0,74.5,74.32,33.0,34.0,35.0,74.07,73.88,73.73
Martin Männel,26.0,66.0,,,28.0,70.0,29.0,71.0,30.0,71.0,31.0,70.0,M. Männel,Goalkeeper,FC Erzgebirge Aue,32.0,71.0,70.5,70.36,33.0,34.0,35.0,70.11,69.92,69.77
고요한 高约翰,26.0,66.0,27.0,66.0,28.0,69.0,29.0,69.0,30.0,72.0,31.0,71.0,Go Yo Han,Midfielder,FC Seoul,32.0,71.0,71.0,70.86,33.0,34.0,35.0,70.61,70.42,70.27
Maikel van der Werff,25.0,66.0,26.0,73.0,27.0,72.0,28.0,73.0,29.0,72.0,30.0,71.0,M. van der Werff,Defender,FC Cincinnati,31.0,69.0,70.0,69.9,32.0,33.0,34.0,69.68,69.52,69.4
Lee Novak,25.0,66.0,26.0,67.0,27.0,69.0,28.0,68.0,29.0,66.0,30.0,65.0,L. Novak,Forward,Bradford City,31.0,63.0,64.0,63.97,32.0,33.0,34.0,63.75,63.6,63.49
Maximiliano Ángel Coronel,25.0,66.0,26.0,67.0,27.0,70.0,28.0,71.0,29.0,70.0,30.0,71.0,M. Coronel,Defender,Gimnasia y Esgrima La Plata,31.0,69.0,70.0,69.9,32.0,33.0,34.0,69.68,69.52,69.4
Teal Alexander Bunbury,24.0,66.0,25.0,68.0,26.0,67.0,27.0,67.0,28.0,70.0,29.0,68.0,T. Bunbury,Midfielder,New England Revolution,30.0,67.0,67.5,67.45,31.0,32.0,33.0,67.26,67.13,67.04
Fouad Chafik,27.0,66.0,28.0,70.0,29.0,72.0,30.0,72.0,31.0,73.0,32.0,72.0,F. Chafik,Defender,Dijon FCO,33.0,72.0,72.0,71.81,34.0,35.0,36.0,71.53,71.31,71.13
Martin Cranie,27.0,66.0,28.0,66.0,29.0,68.0,30.0,68.0,,,32.0,68.0,M. Cranie,Defender,Luton Town,33.0,67.0,67.5,67.38,34.0,35.0,36.0,67.12,66.92,66.76
Rodolfo Cota Robles,26.0,66.0,27.0,67.0,28.0,71.0,29.0,74.0,30.0,74.0,31.0,75.0,R. Cota,Goalkeeper,Club León,32.0,75.0,75.0,74.81,33.0,34.0,35.0,74.56,74.37,74.22
Andrey Galabinov,25.0,66.0,26.0,68.0,27.0,69.0,28.0,70.0,29.0,71.0,30.0,68.0,A. Galabinov,Forward,Spezia,31.0,66.0,67.0,66.93,32.0,33.0,34.0,66.71,66.55,66.43
Emilio José Zelaya,26.0,66.0,27.0,68.0,,,,,,,31.0,70.0,E. Zelaya,Forward,Damac FC,32.0,70.0,70.0,69.87,33.0,34.0,35.0,69.62,69.43,69.28
Alan Mannus,32.0,66.0,33.0,66.0,34.0,67.0,35.0,67.0,36.0,65.0,37.0,66.0,A. Mannus,Goalkeeper,Shamrock Rovers,38.0,66.0,66.0,65.85,39.0,40.0,41.0,65.54,65.3,65.1
Paul McShane,28.0,66.0,29.0,69.0,30.0,71.0,31.0,73.0,32.0,71.0,33.0,65.0,P. McShane,Defender,Rochdale,34.0,65.0,65.0,64.91,35.0,36.0,37.0,64.65,64.45,64.29
Dean Gerken,29.0,66.0,30.0,65.0,31.0,68.0,32.0,68.0,33.0,68.0,34.0,67.0,D. Gerken,Goalkeeper,Colchester United,35.0,64.0,65.5,65.39,36.0,37.0,38.0,65.11,64.9,64.73
